name,created_at,updated_at,midpoint_fom_20220315,baseline_fom_20220315,skylab_uuid
1647700479_shape_20220319_11.56.40_5c6b,2022-03-19T14:38:26.321895,2022-05-21T01:44:06.853031,-22.37610458200754,-2.564506045082619,042f6918-2476-4ba5-9245-029f1eaed262
1649803254_shape_20220412_22.08.46_5c6b,2022-04-12T22:43:57.268252,2022-05-21T01:44:12.437353,-10.436433322092205,-9.386000194912631,04537a47-a899-4ad1-9a92-496bcbf6b6b1
1645802576_shape_20220225_14.56.34_5c6b,2022-02-25T15:26:01.289464,2022-05-21T01:44:18.052281,-28.320989667736757,-2.434975281285562,0484c040-495f-4d21-b02d-01abefc3d9a0
1649979267_shape_20220414_23.02.16_5c6b,2022-04-14T23:36:46.357511,2022-05-21T01:44:23.021653,-10.000616120110939,-10.32000091010197,04c97c67-8790-4fb5-803d-84b0028b2207
1646081482_shape_20220228_20.06.43_5c6b,2022-02-28T20:53:51.675398,2022-05-21T01:44:28.281178,-30.058970460146764,-3.6444325037963847,04db8762-42a7-4643-8f02-0e591b58ba64
1651296659_shape_20220430_04.58.33_5c6b,2022-04-30T05:33:34.490955,2022-05-21T01:44:34.155377,-9.204667765612877,-9.345552101217502,055796e3-411d-42e4-a86b-57caf2e5d3da
1649762845_shape_20220412_10.52.45_5c6b,2022-04-12T11:29:45.462119,2022-05-21T01:44:39.304804,-9.91879876441068,-10.061832193064694,059c25b7-3aec-48b0-886f-ca5739a46983
1643267694_shape_20220127_06.37.11_5c6b,2022-01-27T07:18:46.088836,2022-05-21T01:44:44.345970,-25.56786838125376,-14.580633492436323,05a1bc97-f6af-4179-90b3-54eeab61bf4d
1643924547_shape_20220203_21.01.30_5c6b,2022-02-03T21:46:49.207698,2022-05-21T01:44:49.692521,-159.58063996350847,-150.49253751176855,05c3f5ee-fc4f-4156-87b6-7b6e5ef6e514
1652031395_shape_20220508_17.04.17_5c6b,2022-05-08T17:39:22.954893,2022-05-21T01:44:54.936039,-9.566832712661116,-10.959636112575401,060ebe48-c20a-48bd-b834-b9771d94cd6a
1643823806_shape_20220202_17.03.07_5c6b,2022-02-02T17:47:56.685230,2022-05-21T01:45:00.335874,-92.35472869029417,-80.50824329040277,068a48c8-a88b-497d-80b4-731c1f3110d0
1648472203_shape_20220328_12.05.22_5c6b,2022-03-28T13:00:37.759811,2022-05-21T01:45:07.996251,-25.34113892028588,-6.631657603693941,06e25e12-9e20-4d4e-8e7a-4ebdd11d6911
1643973620_shape_20220204_10.40.46_5c6b,2022-02-04T11:24:37.200034,2022-05-21T01:45:14.692505,-104.85607172448763,-94.63478657521893,06e85f73-171f-454b-a5a1-b2e793483049
1650981906_shape_20220426_13.32.58_5c6b,2022-04-26T14:07:28.452791,2022-05-21T01:45:21.207123,-8.719512601373005,-4.826387269865024,06fe14f9-4f45-424f-ae25-eed15d3bff4a
1651425832_shape_20220501_16.49.52_5c6b,2022-05-01T17:26:27.273519,2022-05-21T01:45:27.903376,-8.280367098480161,-6.234584772534116,0733a515-6162-4ffd-8171-09dff5e28d51
1648466633_shape_20220328_10.35.09_5c6b,2022-03-28T11:27:49.894204,2022-05-21T01:45:34.275466,-38.166746624608805,-20.554957164275432,073e3db4-ac24-45bb-bc08-eb55b46e1dfa
1649232093_shape_20220406_07.27.49_5c6b,2022-04-06T08:03:54.389232,2022-05-21T01:45:40.602141,-28.19941074501526,-17.000880993501514,083edcc3-9304-411f-ac50-63612be9b127
1650182113_shape_20220417_07.24.01_5c6b,2022-04-17T07:57:31.791467,2022-05-21T01:45:49.331498,-15.3485113096192,-12.369264259710668,08544b19-0e60-4aef-b24d-00582a86577d
1643164827_shape_20220126_02.01.33_5c6b,2022-01-26T02:44:18.217220,2022-05-21T01:45:56.286778,-36.927441892373366,-28.905102907086313,08697b34-70b3-4d0c-bc53-537938750b52
1651189122_shape_20220428_20.16.30_5c6b,2022-04-28T23:41:15.730818,2022-05-21T01:46:03.487818,-9.881863370463016,-8.638212634018918,089cbf7e-c71f-443d-a119-164cc42aa7d9
1649253957_shape_20220406_13.34.32_5c6b,2022-04-06T14:08:18.223785,2022-05-21T01:46:09.822445,-7.9957680846264925,-5.721402196610329,08b3cecd-3bfa-4f3b-bb96-148259ea042e
1649864051_shape_20220413_15.00.47_5c6b,2022-04-13T15:36:30.955158,2022-05-21T01:46:17.247511,-13.977604633686036,-11.369898016119375,08ebb01e-7403-41f6-ba50-5d8beb2597a7
1651140945_shape_20220428_09.44.43_5c6b,2022-04-28T10:18:13.234000,2022-05-21T01:46:24.331045,-10.862966827050526,-6.2825124238688375,090324cd-8b74-446d-aef2-b7e4f049ca05
1651987611_shape_20220508_04.56.48_5c6b,2022-05-08T05:29:38.826005,2022-05-21T01:46:30.360492,-17.540570946153696,-15.285123426455602,091eb83e-6cbe-4059-860a-6a1f5eee3f7b
1650085719_shape_20220416_04.37.56_5c6b,2022-04-16T05:10:58.564628,2022-05-21T01:46:36.518212,-14.00958910813629,-13.8537807007513,093aba5d-a711-4b36-860a-7675e893011f
1651965982_shape_20220507_22.51.05_5c6b,2022-05-07T23:29:09.294418,2022-05-21T01:46:43.046562,-11.647792577036132,-12.192871310938063,09857a30-8883-4b8c-bbf2-689a07959b57
1643264399_shape_20220127_05.37.36_5c6b,2022-01-27T06:23:52.172378,2022-05-21T01:46:48.624869,-67.87297740265801,-62.03169856665905,099ef80e-0fb8-47da-9875-8b7beea4ee9d
1643698643_shape_20220201_06.16.26_5c6b,2022-02-01T07:01:25.656699,2022-05-21T01:46:54.600602,-106.54731520004144,-93.73648587117395,09b92cf4-d00b-4f1f-bc8a-294570e49f19
1643168332_shape_20220126_02.58.29_5c6b,2022-01-26T03:42:40.196048,2022-05-21T01:47:03.304961,-73.77922458190544,-64.37871767368107,09f32ad5-5641-4a73-b863-48434c12a367
1646152783_shape_20220301_16.13.33_5c6b,2022-03-01T16:42:08.062002,2022-05-21T01:47:08.256431,-28.12343535653783,-2.260245402644615,0a0504b9-9381-408b-b6af-454d354d2e61
1651106302_shape_20220428_00.08.26_5c6b,2022-04-28T00:40:46.617984,2022-05-21T01:47:17.318976,-13.810017310688021,-13.151051188157696,0a30cb64-4e5f-487d-930b-b071b156107f
1643681321_shape_20220201_01.31.25_5c6b,2022-02-01T02:12:42.886976,2022-05-21T01:47:22.285571,-24.62746205739357,-12.084909423031206,0a985098-9535-4035-adf0-e36f89dbde9b
1650125041_shape_20220416_15.33.51_5c6b,2022-04-16T16:06:20.470351,2022-05-21T01:47:27.228733,-9.095894275214894,-10.785791798985091,0b0c891f-85c9-46fa-aae2-39237554e0a0
1649732195_shape_20220412_02.22.26_5c6b,2022-04-12T02:58:54.508076,2022-05-21T01:47:34.970690,-11.724477740916486,-10.662726171313244,0b0e42e6-d86e-41aa-ba8a-0c8e139ff49e
1649779414_shape_20220412_15.31.24_5c6b,2022-04-12T16:05:56.966758,2022-05-21T01:47:40.891382,-10.426422756683552,-11.407011297662693,0bb92004-9169-4ca1-9eb7-e697b31c5814
1650197958_shape_20220417_11.47.19_5c6b,2022-04-17T12:21:38.563522,2022-05-21T01:47:47.414446,-15.04494398798398,-14.438709375000546,0bc5cdfc-3c18-4942-b863-d7b53f047a07
1651306190_shape_20220430_07.38.17_5c6b,2022-04-30T08:12:22.244691,2022-05-21T01:47:53.491004,-11.834794110787675,-13.150792651254099,0c196ddf-7af9-4ec4-b60a-04c35839cb30
1648452631_shape_20220328_05.27.51_5c6b,2022-03-28T07:34:26.991532,2022-05-21T01:48:00.478117,-28.940032628527515,-13.31548622484277,0cd996dc-bd45-4ce2-a26b-2b2675c48838
1646073282_shape_20220228_18.05.24_5c6b,2022-02-28T18:37:13.224050,2022-05-21T01:48:07.179310,-21.926515181030982,-12.702972391772857,0cf584f5-4534-4567-a019-aadb0aefd8b0
1649221569_shape_20220406_04.36.39_5c6b,2022-04-06T05:08:26.185945,2022-05-21T01:48:12.949065,-9.321315372430933,-7.2273025807798295,0d3b98c0-c45e-45e6-b2ef-c265841dc2be
1651927774_shape_20220507_12.19.23_5c6b,2022-05-07T12:52:19.922649,2022-05-21T01:48:23.198631,-9.767811962328535,-10.563424977401331,0d41b604-039d-4b6a-a518-208c72c6cabe
1648262785_shape_20220326_00.42.15_5c6b,2022-03-26T02:50:13.765746,2022-05-21T01:48:29.369796,-21.90511729576832,-3.10154496061939,0d7e5cf1-4ea7-484f-9699-2414dbe58b33
1650079272_shape_20220416_02.46.05_5c6b,2022-04-16T03:23:33.657091,2022-05-21T01:48:35.630269,-10.067345494120493,-9.463421495065425,0ddaeac5-7e77-449a-92b8-4616a0e16c77
1642853430_shape_20220115_02.47.38_5c6b,2022-01-22T12:12:49.608133,2022-05-21T01:48:43.428000,-26.35281277992837,-4.009290502457735,0e400108-1763-42c5-9763-4de229bf840e
1649692663_shape_20220411_15.27.02_5c6b,2022-04-11T16:00:05.903882,2022-05-21T01:48:50.136219,-12.290226459960431,-12.135504341749309,0ea7da85-705e-44f7-b025-15c9d991b3f8
1649296931_shape_20220407_01.31.09_5c6b,2022-04-07T02:04:32.812124,2022-05-21T01:48:55.525185,-16.533872582516523,-9.086106175240717,0ec4cfe9-4c08-49cc-875b-e80764ad7b83
1649370863_shape_20220407_22.04.26_5c6b,2022-04-07T22:36:41.992940,2022-05-21T01:49:01.030504,-7.19006914683567,-5.251809211884002,0ee35174-40f3-47ff-8d00-deb188bcf848
1647863867_shape_20220321_10.03.39_5c6b,2022-03-21T12:01:33.733485,2022-05-21T01:49:12.200355,-22.12845317416197,-2.778877679479598,0ef9434e-89c3-4508-ab50-1d2b0081411a
1649195378_shape_20220405_21.18.06_5c6b,2022-04-05T21:51:58.271247,2022-05-21T01:49:20.063669,-15.384529854288118,-2.9783085184757985,0f46dfe9-8cec-4c66-9b2b-10cafae01a79
1649380989_shape_20220408_00.47.00_5c6b,2022-04-08T01:25:25.917561,2022-05-21T01:49:25.820798,-8.562487797868567,-7.13103508159054,1015f6a8-f8ae-4c84-ae49-02e11ca845b2
1643910983_shape_20220203_17.15.15_5c6b,2022-02-03T18:00:50.045094,2022-05-21T01:49:30.563170,-34.35146475883498,-23.405169203650985,10a4ac16-e6a4-4d41-bfa6-0fec1ffbf727
1646169268_shape_20220301_20.45.57_5c6b,2022-03-01T21:16:59.424276,2022-05-21T01:49:35.988061,-28.66090172558577,-2.6127667303231856,10f87bfb-ee82-436e-924f-fc375e7e2509
1652050179_shape_20220508_22.19.12_5c6b,2022-05-08T22:52:28.350497,2022-05-21T01:49:41.228851,-16.564928625093025,-14.210135233611384,10fd2ee6-ca19-478b-8ef4-8f465434444a
1646161243_jaewon_have_wave_lens_5c6b,2022-03-01T19:02:46.414070,2022-03-01T19:02:49.460437,NaN,NaN,12007f17-6a43-4cb0-89e8-ae96a07a504e
1643053051_shape_20220119_23.41.58_5c6b,2022-01-24T19:40:22.571085,2022-05-25T18:34:46.848846,-62.36974433180493,-49.55864309934986,124c1fb3-e2a6-42cc-b989-e4f400a58aa9
1647340218_shape_20220315_07.38.54_5c6b,2022-03-15T10:34:03.248197,2022-05-25T18:34:51.746345,-92.90349241349816,-81.34982713941879,1253e6be-341f-4c64-a7c5-7c0f519ba3ad
1650175854_shape_20220417_05.40.33_5c6b,2022-04-17T06:13:12.153402,2022-05-25T18:34:56.958525,-12.918170841563569,-13.960074146193328,1269a1e1-3085-427d-8351-b9da2f34531a
1651128358_shape_20220428_06.12.00_5c6b,2022-04-28T06:48:29.166211,2022-05-25T18:35:01.987359,-10.447807491440933,-10.93068714876311,12a3c00b-1e26-4939-9071-f80be1633a28
1643695075_shape_20220201_05.17.28_5c6b,2022-02-01T06:02:01.708161,2022-05-25T18:35:06.991536,-165.91917476150704,-160.21572871453733,12cc1f5a-8f30-48c5-a423-99300341d044
1649952472_shape_20220414_15.35.46_5c6b,2022-04-14T16:10:27.366583,2022-05-25T18:35:12.215409,-8.153696587574737,-0.2710429822317293,134c85e6-dcbe-44e0-b899-7375f3b5702e
1651588649_shape_20220503_14.06.08_5c6b,2022-05-03T14:40:07.934966,2022-05-25T18:35:17.239510,-13.383859543092276,-13.25106348975495,141d71dd-a9bf-477a-b675-0d11a09b88d9
1650178987_shape_20220417_06.31.50_5c6b,2022-04-17T07:05:25.988755,2022-05-25T18:35:22.163322,-10.045166153595572,-10.045792608798074,14375bd1-2704-410d-949f-1715ec26b8cf
1642757905_shape_20211128_21.20.42_5c6b,2022-01-21T09:40:44.155670,2022-05-25T18:35:27.417616,-84.55848168130976,-72.77538312163732,144b76ad-aeb5-4c0d-abca-f25c07b06b89
1649201840_shape_20220405_23.05.19_5c6b,2022-04-05T23:39:51.594023,2022-05-25T18:35:33.235444,-6.622235376486228,-7.6556810950177105,14762f4b-16ca-44d8-881d-13f2eb4f490f
1647958939_shape_20220322_13.20.55_5c6b,2022-03-22T14:26:14.706657,2022-05-25T18:35:38.215314,-35.378951669363175,-25.05012715762914,14ae10f2-aa6e-42b8-981f-5c6d50c31377
1649347235_shape_20220407_15.26.13_5c6b,2022-04-07T16:02:52.293814,2022-05-25T18:35:43.558723,-31.187608521867347,-14.040732240476329,14fba104-f5cb-41a3-b286-7f0c9251233b
1651630977_shape_20220504_01.50.29_5c6b,2022-05-04T02:25:37.160302,2022-05-25T18:35:49.340376,-12.38153649539317,-12.33131718834435,1529a659-e66a-4259-a49e-2145def33c8b
1651893855_shape_20220507_02.53.31_5c6b,2022-05-07T03:26:59.209365,2022-05-25T18:35:54.886304,-10.974998510640825,-3.936671262848308,15bc2052-9867-450b-a563-34bf8ce1ba3a
1651144023_shape_20220428_10.36.10_5c6b,2022-04-28T11:09:30.401153,2022-05-25T18:36:00.108280,-9.591802661291029,-10.561145510969432,15be50b9-d46c-40a5-9acc-26064c6f4cf8
1652059676_shape_20220509_00.55.35_5c6b,2022-05-09T01:30:46.831310,2022-05-25T18:36:05.658422,-8.743893768214098,-4.0675026354494825,16010b21-c2fc-4a7c-a666-b8794bfcc068
1650201089_shape_20220417_12.40.17_5c6b,2022-04-17T13:13:48.303104,2022-05-25T18:36:12.079166,-9.050749258301797,-9.52818731575238,165f0d9e-ef55-4bff-bdd2-f34b0fdd8c74
1651097115_shape_20220427_21.34.02_5c6b,2022-04-27T22:07:46.009140,2022-05-25T18:36:18.349661,-12.231672235440037,-12.237382220517166,166cbc12-c69b-4de2-93a2-98d983dd691f
1649682645_shape_20220411_12.39.15_5c6b,2022-04-11T13:13:14.201306,2022-05-25T18:36:23.705467,-11.908131753395795,-12.84309326329513,16bbc9a4-3243-43dd-9d3a-d632a3f3da18
1649669622_shape_20220411_08.58.12_5c6b,2022-04-11T09:36:03.996052,2022-05-25T18:36:28.844392,-10.079412244912191,-10.114003994975421,16de1e5c-1204-4276-bdfc-ad416a879e97
1649686046_shape_20220411_13.37.12_5c6b,2022-04-11T14:09:49.595071,2022-05-25T18:36:34.677588,-5.539748995092832,-4.1127305590716645,17288733-d257-461a-99c7-5c4525b81001
1651614823_shape_20220503_21.22.23_5c6b,2022-05-03T21:56:26.867437,2022-05-25T18:36:40.686668,-9.951081993760203,-10.341646222912706,17398ba0-5e71-494c-98a4-f3515bee3f25
1651081539_shape_20220427_17.14.47_5c6b,2022-04-27T17:48:07.465755,2022-05-25T18:36:45.938372,-11.67698675925099,-11.126749756643438,17948d78-901d-4384-9b44-edfa75cbc41f
1643080110_shape_20220119_14.38.24_5c6b,2022-01-25T03:10:48.200963,2022-05-25T18:36:50.961791,-84.23482143383626,-72.06515563023653,17b0b353-2bea-446b-8b16-fb5f899e57eb
1648349649_shape_20220327_00.13.06_5c6b,2022-03-27T02:57:56.442830,2022-05-25T18:36:56.366948,-28.366067280777354,-12.675650996062005,17b4792a-f521-414f-a20b-a332e62b947d
1649900330_shape_20220414_01.07.02_5c6b,2022-04-14T01:41:09.811143,2022-05-25T18:37:01.414616,-13.521663096500454,-12.995103185524952,1823be6a-fac5-4d14-b95d-77caad0539a2
1643181933_shape_20220126_06.47.40_5c6b,2022-01-26T07:29:30.339317,2022-05-25T18:37:09.008826,-46.06052145809034,-27.128410268659344,18404eb6-4e62-42b7-b126-9321a2926552
1644935692_shape_20220215_13.41.52_5c6b,2022-02-15T14:37:27.359634,2022-05-25T18:37:14.957710,-28.88620771977687,-21.81414482879209,185c8f78-7e50-4fb3-89dc-90c2df89babe
1650111617_shape_20220416_11.47.41_5c6b,2022-04-16T12:22:37.957380,2022-05-25T18:37:20.600431,-9.595667901026209,-10.640076134296706,188ceb32-95ad-4626-96d8-5569604d1bbc
1648078262_shape_20220323_22.40.53_5c6b,2022-03-23T23:35:02.079657,2022-05-25T18:37:25.773236,-14.374997865873326,-7.4216676553039065,1894aa38-4b86-42be-9b8c-b7dd019fbdf1
1646131740_shape_20220301_10.23.23_5c6b,2022-03-01T10:51:33.992359,2022-05-25T18:37:30.968399,-28.629051450429728,-2.4527840566907506,18ebb8af-5003-4db4-9429-983573ff9962
1651528117_shape_20220502_21.15.52_5c6b,2022-05-02T21:51:17.720299,2022-05-25T18:37:36.163313,-11.288493625061703,-12.04193562867409,191946cd-2872-41ff-b1ee-2715e4e8e50b
1649257360_shape_20220406_14.28.09_5c6b,2022-04-06T15:05:09.576733,2022-05-25T18:37:41.795739,-27.43115282401263,-14.783484222415757,191ccc83-3fe9-4a7b-a6db-11abb894c9d2
1651325508_shape_20220430_12.59.48_5c6b,2022-04-30T13:34:21.760603,2022-05-25T18:37:47.095333,-10.38187778179348,-11.126212587820346,194c6b86-10ce-4bb2-a77a-a54526f6a39a
1651521591_shape_20220502_19.25.36_5c6b,2022-05-02T20:02:28.828111,2022-05-25T18:37:52.590565,-9.337107314965445,-10.612881509447309,19801913-df69-4968-9cec-a281e7fbf793
1651201370_shape_20220429_02.31.31_5c6b,2022-04-29T03:05:20.756986,2022-05-25T18:37:57.928856,-9.58472466093915,-8.425426158235181,1987f42c-c57f-430c-bb43-383a52802bb8
1643212448_shape_20220126_15.12.47_5c6b,2022-01-26T15:58:09.220758,2022-05-25T18:38:02.711359,-171.29371923422337,-160.48315000306437,19a07041-4899-474a-a598-e253fc8450bd
1646104810_shape_20220301_02.53.18_5c6b,2022-03-01T03:22:34.257351,2022-05-25T18:38:07.938547,-28.971810628075957,-2.6678913482494515,1a362b97-b1ef-4deb-8682-80725bd36e00
1651351157_shape_20220430_20.07.52_5c6b,2022-04-30T20:41:52.360942,2022-05-25T18:38:13.282329,-9.444255871367249,-10.014998411497134,1a6a41db-db94-43b4-bbcc-2ab6f04c6f65
1649300394_shape_20220407_02.24.25_5c6b,2022-04-07T03:02:14.929465,2022-05-25T18:38:19.026898,-26.9662944641993,-11.010766053884627,1a76e65e-a8b5-4f8c-bf3f-f0db3dbf722e
1649942789_shape_20220414_12.56.37_5c6b,2022-04-14T13:29:13.388534,2022-05-25T18:38:24.407379,-15.703710185482855,-13.064247257602048,1af6df09-c547-4ee3-9ef8-8d01cb2d3a22
1649218357_shape_20220406_03.38.42_5c6b,2022-04-06T04:14:59.632441,2022-05-25T18:38:29.815258,-5.553998818911459,-6.159000070332576,1b19776b-706c-4af4-b833-ee4177ec659b
1645944806_shape_20220227_06.20.11_5c6b,2022-02-27T06:55:54.026055,2022-05-25T18:38:34.840566,-20.700908701282632,-11.395165105932167,1b2062aa-6a0e-479a-b94f-cbf6df275cbf
1646070280_shape_20220228_17.14.15_5c6b,2022-02-28T17:47:14.264512,2022-05-25T18:38:40.714795,-26.479190217376413,-18.411683708080858,1b62583c-91f1-4c61-8daa-4759390fbe3d
1651399716_shape_20220501_09.38.19_5c6b,2022-05-01T10:11:12.795092,2022-05-25T18:38:46.334921,-12.412466246783783,-10.345760102926327,1bc608f8-ea5e-4efe-a889-62928de86054
1643178508_shape_20220126_05.48.29_5c6b,2022-01-26T06:32:50.306072,2022-05-25T18:38:51.433873,-67.85771439879021,-60.17101048257716,1c4e7d6e-af0f-43f6-b8ca-5705542a530c
1645789628_shape_20220225_11.20.20_5c6b,2022-02-25T11:49:35.069592,2022-05-25T18:38:56.573728,-27.79941692117475,-2.492819800733293,1c6c141b-6059-461e-9203-1f1822a0753a
1651887558_shape_20220507_01.09.05_5c6b,2022-05-07T01:42:05.841203,2022-05-25T18:39:01.608479,-12.922877006209504,-9.347565903828647,1cf11cac-184d-4fb4-9678-c52d89b44a86
1650032901_shape_20220415_13.57.47_5c6b,2022-04-15T14:30:46.929127,2022-05-25T18:39:07.216932,-11.670331348205949,-12.072536720073604,1d850876-44da-4533-be74-2dcc69f4016b
1651055974_shape_20220427_10.09.59_5c6b,2022-04-27T10:42:00.998310,2022-05-25T18:39:12.301002,-16.151156690538148,-13.594017170747774,1db961ba-e0a8-4e50-b250-b19d8b713dfe
1645840372_shape_20220226_01.26.09_5c6b,2022-02-26T01:55:18.291649,2022-05-25T18:39:17.843132,-28.320989667736757,-2.434975281285562,1e50e7d2-ba55-4252-802b-18a67da92841
1649746273_shape_20220412_06.14.25_5c6b,2022-04-12T06:53:32.809502,2022-05-25T18:39:23.010266,-11.303675579907393,-11.065312686028461,1e9a6e1c-2faa-41be-a170-a0d88f61e17a
1649810238_shape_20220413_00.02.07_5c6b,2022-04-13T00:39:39.483958,2022-05-25T18:39:27.968107,-10.580128136599415,-11.51259917130502,1ee2b2f2-8e5b-44e7-8ffc-eeb03368883a
1647723735_shape_20220319_18.28.18_5c6b,2022-03-19T21:06:04.728151,2022-05-25T18:39:32.917936,-18.856059173988427,-5.40064634478001,1f3d02a1-36fb-4a44-b00c-bc8b9aa02e1d
1648389246_shape_20220327_12.14.33_5c6b,2022-03-27T13:57:54.374188,2022-05-25T18:39:38.347833,-21.787885980650955,-2.4149496047221186,1f9885fd-51fd-44db-bc76-116f11989556
1645809847_shape_20220225_16.56.51_5c6b,2022-02-25T17:26:35.198964,2022-05-25T18:39:44.161235,-27.325849885561887,-2.0466433872539116,200b6af9-88c2-4321-926c-935bbdad85ea
1649939642_shape_20220414_11.59.52_5c6b,2022-04-14T12:36:22.392599,2022-05-25T18:39:49.386916,-10.78501634531813,-10.747611043326668,20150c68-e114-4cd5-8039-a3ca601fb9e1
1651884464_shape_20220507_00.17.35_5c6b,2022-05-07T00:50:31.454024,2022-05-25T18:39:54.573185,-12.810202536207337,-9.18694265981024,202eee7f-4472-44dd-811d-9fec4603d4ee
1643120747_shape_20220125_13.42.45_5c6b,2022-01-25T14:29:54.379142,2022-05-25T18:40:00.733141,-106.6950697948207,-96.30037094368602,205c0c2c-e8ee-4dc1-8793-17a5cf02ec51
1643781921_shape_20220202_05.24.37_5c6b,2022-02-02T06:09:35.133834,2022-05-25T18:40:06.147696,-49.92578387680353,-37.85583051287284,20d7abd1-9ab4-417f-86b6-fb2fc0383fdf
1649990182_shape_20220415_02.05.24_5c6b,2022-04-15T02:38:41.427014,2022-05-25T18:40:11.582422,-9.329522212806298,-9.214463210226336,21090d5b-43da-48b8-ad26-a5b953781195
1651969220_shape_20220507_23.47.40_5c6b,2022-05-08T00:23:08.520429,2022-05-25T18:40:16.416848,-12.750676888874343,-11.047765109463125,2163ff91-37a3-41a7-9e60-7e5c639e9352
1643134358_shape_20220125_17.32.37_5c6b,2022-01-25T18:16:33.506992,2022-05-25T18:40:21.321685,-60.12163931854782,-48.16248480172787,21bb0eba-6b10-4d01-b025-416aca628e9a
1651357829_shape_20220430_21.55.16_5c6b,2022-04-30T22:33:03.333689,2022-05-25T18:40:26.687082,-5.675492387870797,-5.086151781593473,21ff0f83-42e4-4d8d-8fe7-ece40b4f2216
1651248285_shape_20220429_15.34.00_5c6b,2022-04-29T16:07:17.215420,2022-05-25T18:40:32.109080,-9.751976989158225,-9.57677113098436,2205d27e-fe52-4824-9d1f-d1b08c68d850
1647567555_shape_20220318_00.38.41_5c6b,2022-03-18T01:43:10.471377,2022-05-25T18:40:37.044616,-18.13082201623439,-11.529613703603149,224659d8-5f38-4de8-938b-c54f9bf40f51
1649247754_shape_20220406_11.51.36_5c6b,2022-04-06T12:24:52.154376,2022-05-25T18:40:42.094625,-6.55733898343972,-4.294218981323158,224cd2f7-67b2-4d7e-90f0-fc217988fb6a
1643257158_shape_20220127_03.40.11_5c6b,2022-01-27T04:23:12.938915,2022-05-25T18:40:48.223112,-36.25658087935636,-24.027650750058672,22d8fe82-c26d-4f85-8c48-5f18fbbc382e
1650101758_shape_20220416_09.05.50_5c6b,2022-04-16T09:38:18.598778,2022-05-25T18:40:53.101093,-18.86060187859548,-17.230509851277063,22dcbd91-c6de-4f02-8abb-eeda70e4f327
1650204214_shape_20220417_13.32.18_5c6b,2022-04-17T14:05:49.535894,2022-05-25T18:40:58.041474,-12.428113815311217,-12.976311975227707,23402970-c2d8-4cf0-bd6d-3170720daa24
1643260726_shape_20220127_04.36.23_5c6b,2022-01-27T05:22:44.821122,2022-05-25T18:41:03.341446,-280.0496381747855,-270.35017113371106,236093fe-9481-4cbc-8166-044bfcb79b9e
1649834784_shape_20220413_06.54.08_5c6b,2022-04-13T07:28:42.968597,2022-05-25T18:41:08.570292,-11.271687402030354,-10.831135868559876,2384b15b-7b70-48d5-80a8-945d173b9c19
1643350894_shape_20220128_05.41.58_5c6b,2022-01-28T06:25:29.214308,2022-05-25T18:41:13.425381,-67.26520267799008,-57.06158073578507,240e92de-1c89-4e15-a1e7-d5f3e48a45c1
1646199913_shape_20220302_05.18.59_5c6b,2022-03-02T05:47:39.366618,2022-05-25T18:41:18.642794,-19.721278072854503,-2.1923403593854434,2510b044-7c2c-4e99-bdf6-0aa5a8b44c0b
1649465858_shape_20220409_00.24.30_5c6b,2022-04-09T01:00:01.320580,2022-05-25T18:41:24.274133,-11.896810794622791,-12.215422631326465,25116cdc-e2cd-47c3-b25d-e1531e5a730f
1642763081_shape_20211204_23.55.47_5c6b,2022-01-21T11:07:06.872020,2022-05-25T18:41:28.803979,-21.968384919590548,-10.088618141482865,255ab035-b921-4d2d-a10f-f61e19d87528
1649728832_shape_20220412_01.28.44_5c6b,2022-04-12T02:02:52.690083,2022-05-25T18:41:36.390050,-12.363648376632758,-12.328975308730454,25721538-f65a-4663-b091-50606d618ee1
1649334076_shape_20220407_11.49.29_5c6b,2022-04-07T12:23:53.834702,2022-05-25T18:41:41.546808,-4.486085236687878,-0.8045706741826028,258b8179-f4a4-47d9-b218-ac178014d18e
1643931701_shape_20220203_23.01.45_5c6b,2022-02-03T23:46:04.722833,2022-05-25T18:41:47.566419,-99.50935583979545,-91.34717904303749,25ad743a-1e0d-4bc3-925b-1a86d4e87aac
1649426660_shape_20220408_13.33.59_5c6b,2022-04-08T14:06:51.698021,2022-05-25T18:41:52.688341,-7.602212252938714,-5.47256785184076,25ca8c0b-bc94-4b43-83de-f280d72c5329
1647647356_shape_20220318_21.50.43_5c6b,2022-03-18T23:53:01.226247,2022-05-25T18:41:57.917494,-22.04641746935595,-3.168401583344838,2610c74d-cdbd-434f-b805-92d4955e2cc5
1650009973_shape_20220415_07.31.33_5c6b,2022-04-15T08:08:35.035775,2022-05-25T18:42:04.720959,-10.453355316110022,-11.082161241889303,26294c8d-d2bf-476c-8f70-c1d34fa54ff8
1643233226_shape_20220126_21.00.32_5c6b,2022-01-26T21:44:21.886219,2022-05-25T18:42:10.197127,-47.54514509934175,-33.991119195123176,2684e719-1cfd-4ec0-b77b-82e9770cfe00
1650121966_shape_20220416_14.38.15_5c6b,2022-04-16T15:15:02.976352,2022-05-25T18:42:15.400961,-10.125284172845985,-10.44438068792279,2685938a-43bb-4f96-8142-f5c4a1487266
1648380766_shape_20220327_10.43.12_5c6b,2022-03-27T11:36:42.039981,2022-05-25T18:42:20.513072,-17.467976406675785,-6.762349588829776,270ed53a-a708-4ec0-bb19-ef7bce72545a
